trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05
0.031679700000000005	-0.00499541	0.0418808	-0.00015864700000000001	-0.0001486	0.000281719	0.12766146	-0.0023421576000000003	0.0211878147	0.011779573400000002	-0.0390306308	-0.017893515500000002	0.0241261181
0.0316778	-0.022975799999999998	0.044525699999999994	-0.000150149	-0.00017029	0.000355715	0.02583639	-0.0020521328	0.0151048677	0.0394553632	-0.0136722561	-0.0032442828	0.0181707169
0.0380148	0.048571300000000005	0.100625	-0.000570385	-0.0	0.000651333	0.17829060000000002	0.0011217599	-0.0002806054	0.0388330374	0.0304496887	-0.0028412666	0.0250677181
0.04218909999999999	-0.0163326	0.08935379999999997	-0.00014525899999999999	0.000172145	0.00049692	0.11793360000000006	0.0042000973	0.0016302571	-0.0047603956	0.0267656256	-0.0238858134	0.0350044785
0.0372789	-0.015158100000000002	0.08936629999999998	-0.000121815	0.00037870300000000004	0.00044831300000000004	0.02002765	0.0023937415	-0.0054581902	-0.039786121	0.0116258845	-0.0227061231	0.0178598681
0.0316509	0.056172	0.12181199999999999	-0.0005638230000000001	0.00041366199999999997	0.0005213980000000001	0.13690639999999998	-0.0025622636	-0.0040745284	-0.0417496842	-0.0191544373	-0.0263948107	0.0139621222
0.048941399999999996	-0.00336414	0.08133089999999997	2.6251900000000002e-05	0.000486867	0.0005213980000000001	0.15047173500000002	0.0001492891	0.0144547786	-0.0093782386	-0.0431415525	-0.0008036871	0.0131212496
0.0489309	0.028266700000000002	0.107232	-0.00046247	0.000545518	0.000682494	0.092965885	-0.0024507463	0.0175534672	0.013559246100000002	-0.048135926	0.011141776	-0.0022613248
0.0489643	0.0582096	0.12373599999999998	-0.000386614	0.000488704	0.0007508979999999997	0.056534000000000015	0.0049958212	0.0080430139	0.0499174013	-0.0094053623	0.0181535753	0.0033282729
0.055392899999999995	-0.021709	0.08401689999999999	-8.029060000000001e-05	0.0005210659999999999	0.000772763	0.14409382	0.0039825709	-0.0018817209	0.0280743497	0.042162539000000006	0.0111516152	-0.0025033389
0.048942	0.0279988	0.12378	-0.000259117	0.000551838	0.000875366	0.11153187	-0.0001706941	-0.0062585664	-0.0212163619	0.0296286961	-0.0120053897	0.0146867245
0.0489477	0.0279472	0.124274	-0.000595674	0.000551838	0.0007956089999999999	0.021366999999999997	-0.0024005013	0.005138107	-0.0170710786	-0.0227124313	-0.0119908376	0.0118565658
0.0548895	-0.0299569	0.0952948	-0.00025613599999999996	0.000551838	0.0008752810000000001	0.1137856	-0.0022444688	0.0185177981	0.013921185	-0.0251889656	0.0234219276	0.0015535210999999998
0.0489828	0.0617725	0.13926500000000006	-0.00102419	0.00040716900000000003	0.0009369860000000001	0.1903277	-8.95786e-05	0.0057695997	0.0340327436	0.0113054314	0.0235164751	0.0074684514
0.057749699999999994	-0.0112837	0.123688	-0.00036350900000000003	0.00039863400000000003	0.0009294339999999999	0.1312385	-0.0010843824	0.0019437698	-0.0099610236	0.0350900896	-0.0003699179	0.0056025345
0.0489601	0.007761499999999999	0.18291	-0.000542534	0.000551838	0.00107702	0.11104754999999998	-0.0046035459	0.0022609074	-0.0487092281	0.0041413013	-0.015403071599999997	-0.0113678082
0.06117869999999999	0.05787949999999999	0.218323	-0.00120309	0.000268026	0.00111445	0.14683949999999998	-0.0037908126	0.0036252227	-0.0170501043	-0.0358588382	-0.0057545809	-0.007310204
0.0660951	-0.033287	0.190065	-0.000798683	0.00029057700000000003	0.00110051	0.14638579999999998	-0.0015790037	0.0153302734	0.0330350271	-0.019999903500000003	0.0221545457	-0.0020377093
0.0619231	0.0289418	0.258927	-0.00104312	0.00018601900000000002	0.00115494	0.15543405	-0.0024614508	-0.0067596491	0.0207195946	0.0298352309	0.0182793529	-0.0184028831
0.0661322	0.026245599999999997	0.274343	-0.000832611	0.000267838	0.0011147	0.0389497	-0.001947711	-0.0100470458	-0.0216462308	0.0311023381	-0.0157892075	0.0007436119
0.06618160000000001	-0.038386699999999996	0.25418	-0.000758013	0.000126109	0.00129231	0.10454154999999997	-0.0049906478	-0.0006892386999999999	-0.0357299075	-0.0220841722	-0.0117924201	0.0048681328
0.06620169999999999	0.0558755	0.331096	-0.00148813	0.00017977599999999998	0.00127611	0.21119749999999998	-0.0033514222	0.0007797645	0.0019957245	-0.0449957328	0.007042813	-0.0151579867
