trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05
0.00251862	0.034484100000000004	0.0426787	-0.000358595	-0.0	-0.00013911	0.18462593	-0.0222836465	0.0335136955	-0.0032160803	0.0225372787	-0.0325332999	0.0477170317
0.00348114	-0.0029596999999999996	0.012715	-0.00013068	0.000178732	-0.000212532	0.09237347000000004	-0.008060943499999999	0.045153372	0.0056339461	0.0087638152	-0.0125235807	0.0301100083
0.0127928	-0.0384396	0.00909171	0.000263809	-0.0	0.0	0.0877025	0.0074254827	0.0412356057	0.0066692148	0.0107973461	-0.0317161912	-0.0045559522
0.0115782	0.048193400000000004	0.0342421	-0.00018560700000000001	-0.00035044	0.0	0.15299079	0.0243635889	0.0322269008	0.007002312199999999	0.023703836800000003	-0.0229129101	0.0359180336
0.018856900000000003	-0.06400030000000001	0.011893700000000002	3.50591e-05	-0.000200188	0.000163865	0.16855995499999998	0.0465222008	-0.015561798799999997	-0.0208571264	0.0340184924	-0.0299130751	-0.0478961812
0.045244599999999996	-0.082458	-0.022361000000000002	0.000755632	-0.000420843	0.000196087	0.127772595	-0.0069534872	-0.0325540158	-0.0208633072	0.0180675859	-0.0275752327	-0.0804577413
0.0592775	0.0176463	-0.0222415	0.000575041	-0.000459959	0.0	0.13504639999999998	-0.034721475	0.0104278686	-0.0068589359	0.0343182049	0.0078757367	-0.0350351994
0.0480475	0.0657962	-0.00374544	0.00017780400000000002	-0.000459959	0.0	0.09773781	0.0112771993	0.0158041387	-0.012856646	0.0470838302	0.0361469731	0.0062206939
0.059321900000000004	-0.0433564	-0.0273345	0.0008054909999999998	-0.000459959	0.000168342	0.18381751	0.021715701	-0.0281740817	-0.0213318676	0.0150200776	0.0459277619	-0.0547248826
0.0432791	0.00602599	-0.0105198	0.0006379269999999999	-0.000407609	0.00012061	0.09562219	0.0321052659	-0.0369216104	-0.0159239533	0.0192112175	0.0492593365	-0.0155817015
0.059301099999999995	0.0269481	-0.00982619	0.000649587	-0.00037323099999999996	0.000121477	0.039982969999999986	0.0037094249	-0.0516531397	-0.011991851699999998	0.0054117847	0.0303376573	0.0186685046
0.059268499999999995	-0.0579687	-0.0324322	0.0009063130000000001	-0.000302229	0.0	0.13001566	-0.0195275261	-0.0485149491	-0.011048758	-0.004756645	3.90104e-05	-0.0205704575
0.0451355	0.0394787	0.0329782	0.000520826	-0.00012319299999999998	0.0	0.20521695	-0.0451092167	-0.0325949154	-0.0002620142	0.016855099499999998	-0.0107393273	0.033439636200000004
0.061393899999999994	-0.011658499999999999	-0.00190464	0.0006982980000000001	-0.000105813	0.0	0.11202104	-0.028023682400000003	0.0142767323	0.0089257243	0.0063449787	-0.0322178844	0.0248386597
0.059236199999999996	-0.023033	0.010711300000000002	0.000613856	0.000154912	0.0	0.04340649	-0.0074040398	0.0403126584	0.001282758	0.0040206653	-0.0396289749	0.0038667507
0.0494714	0.0577689	0.021618599999999998	0.000432276	0.000196102	-0.000151024	0.1201637	0.039425501	0.0112779068	0.0106838551	0.0183530954	-0.043518301900000014	0.0263975532
0.0592186	-0.0452066	0.000916198	0.00076583	0.00012420200000000001	-0.000163026	0.154297902	0.008904319300000001	-0.04529592	0.006010093	0.0130249528	-0.0469148104	-0.0258492058
0.0500748	0.0448306	0.034569300000000004	0.000234952	0.00012420200000000001	-0.00027382700000000003	0.16491805199999998	-0.0334960559	-0.0272573905	0.0018743696	0.036858784500000005	-0.0377180035	0.0050096055
0.059214699999999995	-0.00698027	-0.011334100000000001	0.000469964	0.00012420200000000001	-0.000156054	0.12449342	-0.0103988721	0.0248025793	-0.006970442	0.0185451803	-0.0036296252	-0.0273048309
0.0591981	-0.043584	-0.014575200000000002	0.0007335210000000001	0.000198969	-0.000234245	0.06068718	0.0314286501	0.0095383305	-0.0084303369	0.005850764699999999	0.0011996045	-0.0595942704
0.0496588	0.050983099999999996	0.014777200000000002	9.47473e-05	0.000337277	-0.000239085	0.17255488499999996	0.022000372400000003	-0.0439768486	-0.0087097292	0.0170258758	0.018328644	0.0089228945
0.0591831	-0.023049700000000003	-0.0323894	0.00044020699999999997	0.000180499	-0.000256166	0.156689635	-0.0159312644	-0.0139870105	-0.0164330494	0.0004848865	0.0383284967	-0.023438951800000003
0.0591852	-0.0209351	-0.0236155	0.00042621300000000005	0.00018731799999999998	-0.000267184	0.012482149999999996	-0.0302935486	0.019369555	-0.0093396919	-0.003586314699999999	0.0292178658	-0.0307544569
0.0515942	0.061014599999999995	0.00148517	0.000126945	0.000186525	-0.000272158	0.12989312	-0.005849905	0.0371766071	-0.0015680485	-0.0049149437	0.0455494992	0.035338293
0.0591865	-0.0328028	-0.017837400000000003	0.000631294	3.51241e-06	-0.000263725	0.15552199949999998	0.035670354700000004	0.0165922696	-0.0065790564	-0.023981083700000003	0.0289259807	-0.0022449073
0.059198	0.016401699999999998	-0.0079945	0.000298601	0.00012420200000000001	-0.000199952	0.08491667949999998	0.043222894000000005	-0.0264223156	0.0104252627	-0.0096792956	0.0030423853000000004	0.0274936031
0.053085	0.0450368	-0.016834499999999995	0.00020764	0.000176418	-0.000196251	0.050932	-0.008407065200000001	-0.031065207400000006	0.0180797105	-0.0105515225	-0.002017473	0.0387083833
0.055898	-0.0358837	-0.022211599999999998	0.000546221	0.00012420200000000001	-0.000284525	0.11306415	-0.032884328500000004	0.0205745651	0.0109550694	-0.0301634433	-0.0250418807	-0.005792161800000001
0.0515067	0.0296873	-0.0081907	0.000301657	0.000473634	-0.000330914	0.11600245	0.0173784945	0.0318050503	0.0174263224	-0.0105527299	-0.016337161	0.0141877694
0.05139439999999999	0.0219987	-0.0209675	0.000370463	0.000539043	-0.000329035	0.027382400000000005	0.024429159300000003	-0.0118127709	0.0166407245	-0.0234232698	-0.0131658162	0.013069173799999998
0.0518304	-0.0317208	-0.0456242	0.0005123980000000001	0.000388171	-0.000414343	0.09771795	-0.0174007675	-0.0324286355	0.0182395447	-0.0240033014	-0.0204691732	-0.0215283432
0.0501341	-0.00950856	-0.0338994	0.0005411740000000001	0.000506719	-0.000405156	0.043458889999999986	-0.0358777017	0.0061029893	0.0207794344	-0.0246596027	-0.0349707965	-0.006117495
0.0422342	0.0642045	-0.011129	0.00022672	0.000624399	-0.00041046	0.12625526	-0.00078831	0.0285660353	0.0225095163	-0.0166425577	0.001007029	0.0190971834
0.045648	-0.028616900000000004	-0.0385534	0.000591129	0.000617053	-0.000390508	0.14324494999999998	0.026517578	-0.0154794749	0.0152130125	-0.0386490487	0.0080325859	-0.0240752247
0.042261099999999996	-0.00620428	-0.0319645	0.00040516	0.0005576930000000001	-0.00045613	0.04793597000000002	-0.0195564609	-0.0288264197	0.006669486800000001	-0.0251760221	-0.0002879106	-0.0225237961
0.03515580000000001	0.050168800000000006	-0.0154077	0.000223883	0.000567278	-0.000404089	0.09218033	-0.0360146863	0.0188615849	0.0186576902	-0.0181234161	0.0121649408	0.024548903
0.0422683	-0.0215504	-0.0294247	0.00045389199999999996	0.000648293	-0.000435047	0.10994780000000001	0.0223973453	0.0131656217	0.0047324622	-0.0317540999	0.0286695261	-0.0177531219
0.0360676	0.07196749999999999	0.0235082	-8.996439999999998e-05	0.0008298859999999997	-0.000572224	0.19578282	0.0308932849	-0.0262036296	0.0003118541	-0.0098108649	0.0332273402	0.0335428682
